Pattern 51:+2 → +3 → 0 → +3 → +2 → +1 → 0 → +3(→ next: +2)
Pattern 52: +3 → 0 → -3 → -2 → -1 → 0 → -3 → -2 (→ next: -1)
Pattern 53:+3 → 0 → -3 → -2 → -1 → 0 → -1 → -2(→ next: -3)
📊 Pattern Analiz Sonuçları
Dosya Sayısı: 8
Sequence: S2
Limit: 0.1
📌 Pattern Son Değerleri
60 pattern tespit edildi. Benzersiz son offsetler: -2, +2, -1, -3, +3, +1

🔍 Pattern Analizi
✅ 60 geçerli pattern bulundu:

Pattern 1:-3 → 0 → -3 → -2 → -1 → 0 → -3 → -2(→ next: -1)
Pattern 2:-3 → 0 → -3 → -2 → -1 → 0 → -1 → -2(→ next: -3)
Pattern 3:-3 → 0 → -3 → -2 → -1 → 0 → +1 → +2(→ next: +3)
Pattern 4:-3 → 0 → -3 → -2 → -1 → 0 → +3 → +2(→ next: +1)
Pattern 5:-3 → 0 → -1 → -2 → -3 → 0 → -3 → -2(→ next: -1)
Pattern 6:-3 → 0 → -1 → -2 → -3 → 0 → -1 → -2(→ next: -3)
Pattern 7:-3 → 0 → -1 → -2 → -3 → 0 → +1 → +2(→ next: +3)
Pattern 8:-3 → 0 → -1 → -2 → -3 → 0 → +3 → +2(→ next: +1)
Pattern 9:-3 → 0 → +1 → +2 → +3 → 0 → -3 → -2(→ next: -1)
Pattern 10:-3 → 0 → +1 → +2 → +3 → 0 → -1 → -2(→ next: -3)
Pattern 11:-3 → 0 → +1 → +2 → +3 → 0 → +1 → +2(→ next: +3)
Pattern 12:-3 → 0 → +1 → +2 → +3 → 0 → +3 → +2(→ next: +1)
Pattern 13:-3 → 0 → +3 → +2 → +1 → 0 → -3 → -2(→ next: -1)
Pattern 14:-3 → 0 → +3 → +2 → +1 → 0 → -1 → -2(→ next: -3)
Pattern 15:-3 → 0 → +3 → +2 → +1 → 0 → +1 → +2(→ next: +3)
Pattern 16:-3 → 0 → +3 → +2 → +1 → 0 → +3 → +2(→ next: +1)
Pattern 17:0 → -3 → -2 → -1 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 18:0 → -3 → -2 → -1 → 0 → -1 → -2 → -3(→ next: 0)
Pattern 19:0 → -3 → -2 → -1 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 20:0 → -3 → -2 → -1 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 21:0 → +1 → +2 → +3 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 22:0 → +1 → +2 → +3 → 0 → -1 → -2 → -3(→ next: 0)
Pattern 23:0 → +1 → +2 → +3 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 24:0 → +1 → +2 → +3 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 25:0 → +3 → +2 → +1 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 26:0 → +3 → +2 → +1 → 0 → -1 → -2 → -3(→ next: 0)
Pattern 27:0 → +3 → +2 → +1 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 28:0 → +3 → +2 → +1 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 29:+1 → 0 → -3 → -2 → -1 → 0 → -3 → -2(→ next: -1)
Pattern 30:+1 → 0 → -3 → -2 → -1 → 0 → -1 → -2(→ next: -3)
Pattern 31:+1 → 0 → -3 → -2 → -1 → 0 → +1 → +2(→ next: +3)
Pattern 32:+1 → 0 → -3 → -2 → -1 → 0 → +3 → +2(→ next: +1)
Pattern 33:+1 → 0 → -1 → -2 → -3 → 0 → -3 → -2(→ next: -1)
Pattern 34:+1 → 0 → -1 → -2 → -3 → 0 → -1 → -2(→ next: -3)
Pattern 35:+1 → 0 → -1 → -2 → -3 → 0 → +1 → +2(→ next: +3)
Pattern 36:+1 → 0 → -1 → -2 → -3 → 0 → +3 → +2(→ next: +1)
Pattern 37:+1 → 0 → +1 → +2 → +3 → 0 → -3 → -2(→ next: -1)
Pattern 38:+1 → 0 → +1 → +2 → +3 → 0 → -1 → -2(→ next: -3)
Pattern 39:+1 → 0 → +1 → +2 → +3 → 0 → +1 → +2(→ next: +3)
Pattern 40:+1 → 0 → +1 → +2 → +3 → 0 → +3 → +2(→ next: +1)
Pattern 41:+1 → 0 → +3 → +2 → +1 → 0 → -3 → -2(→ next: -1)
Pattern 42:+1 → 0 → +3 → +2 → +1 → 0 → -1 → -2(→ next: -3)
Pattern 43:+1 → 0 → +3 → +2 → +1 → 0 → +1 → +2(→ next: +3)
Pattern 44:+1 → 0 → +3 → +2 → +1 → 0 → +3 → +2(→ next: +1)
Pattern 45:+2 → +3 → 0 → +1 → +2 → +3 → 0 → -3(→ next: -2)
Pattern 46:+2 → +3 → 0 → +1 → +2 → +3 → 0 → -1(→ next: -2)
Pattern 47:+2 → +3 → 0 → +1 → +2 → +3 → 0 → +1(→ next: +2)
Pattern 48:+2 → +3 → 0 → +1 → +2 → +3 → 0 → +3(→ next: +2)
Pattern 49:+2 → +3 → 0 → +3 → +2 → +1 → 0 → -3(→ next: -2)
Pattern 50:+2 → +3 → 0 → +3 → +2 → +1 → 0 → -1(→ next: -2)
Pattern 51:+2 → +3 → 0 → +3 → +2 → +1 → 0 → +1(→ next: +2)
Pattern 52:+2 → +3 → 0 → +3 → +2 → +1 → 0 → +3(→ next: +2)
Pattern 53:+2 → +1 → 0 → +1 → +2 → +3 → 0 → -3(→ next: -2)
Pattern 54:+2 → +1 → 0 → +1 → +2 → +3 → 0 → -1(→ next: -2)
Pattern 55:+2 → +1 → 0 → +1 → +2 → +3 → 0 → +1(→ next: +2)
Pattern 56:+2 → +1 → 0 → +1 → +2 → +3 → 0 → +3(→ next: +2)
Pattern 57:+2 → +1 → 0 → +3 → +2 → +1 → 0 → -3(→ next: -2)
Pattern 58:+2 → +1 → 0 → +3 → +2 → +1 → 0 → -1(→ next: -2)
Pattern 59:+2 → +1 → 0 → +3 → +2 → +1 → 0 → +1(→ next: +2)
Pattern 60:+2 → +1 → 0 → +3 → +2 → +1 → 0 → +3(→ next: +2)
📊 Pattern Analiz Sonuçları
Dosya Sayısı: 1
Sequence: S1
Limit: 0.1
📌 Pattern Son Değerleri
13 pattern tespit edildi. Benzersiz son offsetler: 0, -3, -2, -1, +1, +2, +3

🔍 Pattern Analizi
✅ 13 geçerli pattern bulundu:

Pattern 1: 0 (→ next: -3, -1, +1, +3)
Pattern 2: -3 (→ next: -2)
Pattern 3: -3 (→ next: 0)
Pattern 4: -2 (→ next: -3)
Pattern 5: -2 (→ next: -1)
Pattern 6: -1 (→ next: -2)
Pattern 7: -1 (→ next: 0)
Pattern 8: +1 (→ next: +2)
Pattern 9: +1 (→ next: 0)
Pattern 10: +2 (→ next: +3)
Pattern 11: +2 (→ next: +1)
Pattern 12: +3 (→ next: +2)
Pattern 13: +3 (→ next: 0)
📊 Pattern Analiz Sonuçları
Dosya Sayısı: 4
Sequence: S1
Limit: 0.1
📌 Pattern Son Değerleri
24 pattern tespit edildi. Benzersiz son offsetler: 0, -2, +2, -1, -3, +3, +1

🔍 Pattern Analizi
✅ 24 geçerli pattern bulundu:

Pattern 1: -3 → -2 → -1 → 0 (→ next: -3, -1, +1, +3)
Pattern 2: -1 → -2 → -3 → 0 (→ next: -3, -1, +1, +3)
Pattern 3: +1 → +2 → +3 → 0 (→ next: -3, -1, +1, +3)
Pattern 4: +3 → +2 → +1 → 0 (→ next: -3, -1, +1, +3)
Pattern 5: -3 → 0 → -3 → -2 (→ next: -1)
Pattern 6: -3 → 0 → -1 → -2 (→ next: -3)
Pattern 7: -3 → 0 → +1 → +2 (→ next: +3)
Pattern 8: -3 → 0 → +3 → +2 (→ next: +1)
Pattern 9: -1 → 0 → -3 → -2 (→ next: -1)
Pattern 10: -1 → 0 → -1 → -2 (→ next: -3)
Pattern 11: -1 → 0 → +1 → +2 (→ next: +3)
Pattern 12: -1 → 0 → +3 → +2 (→ next: +1)
Pattern 13: 0 → -3 → -2 → -1 (→ next: 0)
Pattern 14: 0 → -1 → -2 → -3 (→ next: 0)
Pattern 15: 0 → +1 → +2 → +3 (→ next: 0)
Pattern 16: 0 → +3 → +2 → +1 (→ next: 0)
Pattern 17: +1 → 0 → -3 → -2 (→ next: -1)
Pattern 18: +1 → 0 → -1 → -2 (→ next: -3)
Pattern 19: +1 → 0 → +1 → +2 (→ next: +3)
Pattern 20: +1 → 0 → +3 → +2 (→ next: +1)
Pattern 21: +3 → 0 → -3 → -2 (→ next: -1)
Pattern 22: +3 → 0 → -1 → -2 (→ next: -3)
Pattern 23: +3 → 0 → +1 → +2 (→ next: +3)
Pattern 24: +3 → 0 → +3 → +2 (→ next: +1)
